id,agency,complaint,descriptor,street,borough
40713722,New York City Police Department,Bike/Roller/Skate Chronic,N/A,9 AVENUE,MANHATTAN
40708550,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,,BROOKLYN
40712446,New York City Police Department,Blocked Driveway,Partial Access,58 ROAD,QUEENS
40714105,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,BROADWAY,MANHATTAN
40713173,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BROADWAY,MANHATTAN
40712969,Department of Housing Preservation and Development,PLUMBING,RADIATOR,BROADWAY,MANHATTAN
40711793,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,BROADWAY,MANHATTAN
40709117,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BROADWAY,MANHATTAN
40705828,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,BROADWAY,MANHATTAN
40705649,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,BROADWAY,MANHATTAN
40711889,Department of Transportation,Traffic Signal Condition,Controller,,BROOKLYN
40709666,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,SPENCER STREET,BROOKLYN
40709276,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,CHURCH AVENUE,BROOKLYN
40705840,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,,MANHATTAN
40714895,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,MANHATTAN
40708076,New York City Police Department,Blocked Driveway,No Access,70 STREET,QUEENS
40711512,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WEST   18 STREET,MANHATTAN
40706394,BCC - Staten Island,Sanitation Condition,22 Weeds,GREENFIELD AVENUE,STATEN ISLAND
40707663,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,,QUEENS
40710470,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,EAST   59 PLACE,BROOKLYN
40707475,BCC - Bronx,Derelict Vehicles,14 Derelict Vehicles,EAST  134 STREET,BRONX
40712904,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,SHAKESPEARE AVENUE,BRONX
40710964,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,SHAKESPEARE AVENUE,BRONX
40707584,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,SHAKESPEARE AVENUE,BRONX
40708433,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,CLASSON AVENUE,BROOKLYN
40710910,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,LENOX AVENUE,MANHATTAN
40714806,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,LENOX AVENUE,MANHATTAN
40711050,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,LENOX AVENUE,MANHATTAN
40710099,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,LENOX AVENUE,MANHATTAN
40708431,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,LENOX AVENUE,MANHATTAN
40706530,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,LENOX AVENUE,MANHATTAN
40705796,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,LENOX AVENUE,MANHATTAN
40709297,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,LENOX AVENUE,MANHATTAN
40711601,New York City Police Department,Blocked Driveway,Partial Access,BATHGATE AVENUE,BRONX
40707258,Department for the Aging,Housing - Low Income Senior,N/A,,BROOKLYN
40714296,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,26 AVENUE,QUEENS
40709160,New York City Police Department,Animal Abuse,Neglected,BROADWAY,BROOKLYN
40712183,Department of Environmental Protection,Water System,Dirty Water (WE),14 STREET,BROOKLYN
40706047,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,148 STREET,QUEENS
40709823,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,,MANHATTAN
40710335,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,62 ROAD,QUEENS
40708979,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,62 ROAD,QUEENS
40705492,Department of Transportation,Broken Parking Meter,Out of Order,8 AVENUE,MANHATTAN
40711809,Department of Housing Preservation and Development,ELECTRIC,WIRING,91 STREET,BROOKLYN
40709108,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,91 STREET,BROOKLYN
40707298,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,91 STREET,BROOKLYN
40707296,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,91 STREET,BROOKLYN
40711879,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,55 STREET,QUEENS
40713815,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,ELTON STREET,BROOKLYN
40710607,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),EAST    8 STREET,MANHATTAN
40709694,Department of Transportation,Street Light Condition,Street Light Out,JOHNSTON TERRACE,STATEN ISLAND
40713940,BCC - Queens West,Missed Collection (All Materials),1RO Missed Recycling Organics,118 STREET,QUEENS
40713549,BCC - Staten Island,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,MILL ROAD,STATEN ISLAND
40713324,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,WEST    4 STREET,BROOKLYN
40710643,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,RENSSELAER AVENUE,STATEN ISLAND
41046990,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,AMSTERDAM AVENUE,MANHATTAN
40714164,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,EAST  187 STREET,BRONX
40712632,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,EAST  187 STREET,BRONX
40712162,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,EAST  187 STREET,BRONX
40712111,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,EAST  187 STREET,BRONX
40710121,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,EAST  187 STREET,BRONX
40709113,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,EAST  187 STREET,BRONX
40711201,Department of Housing Preservation and Development,PLUMBING,RADIATOR,WYCKOFF AVENUE,BROOKLYN
40712064,Department of Housing Preservation and Development,PLUMBING,RADIATOR,WYCKOFF AVENUE,BROOKLYN
40710867,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,WYCKOFF AVENUE,BROOKLYN
40710544,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,WYCKOFF AVENUE,BROOKLYN
40710089,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,WYCKOFF AVENUE,BROOKLYN
40709704,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,WYCKOFF AVENUE,BROOKLYN
40707561,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WYCKOFF AVENUE,BROOKLYN
40706836,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,WYCKOFF AVENUE,BROOKLYN
40706716,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WYCKOFF AVENUE,BROOKLYN
40710811,Department of Transportation,Street Condition,Cave-in,68 STREET,BROOKLYN
40708073,New York City Police Department,Vending,Unlicensed,,QUEENS
40705966,New York City Police Department,Derelict Vehicle,With License Plate,27 AVENUE,QUEENS
40708143,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",PROSPECT PLACE,BROOKLYN
40708722,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,MANHATTAN
40709530,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,CHURCH AVENUE,BROOKLYN
40707858,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,PACIFIC STREET,BROOKLYN
40709579,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,13 AVENUE,BROOKLYN
40714382,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,,Unspecified
40706862,Department of Environmental Protection,Water System,Dirty Water (WE),192 STREET,QUEENS
40707646,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,,QUEENS
40706070,Department of Transportation,Broken Parking Meter,No Receipt,13 AVENUE,BROOKLYN
40721723,Department of Transportation,Street Condition,Pothole,WEST   59 STREET,MANHATTAN
40707671,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,ATLANTIC AVENUE,BROOKLYN
40711780,Department of Transportation,Street Condition,Blocked - Construction,197 STREET,QUEENS
40707689,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,8 AVENUE,BROOKLYN
40721400,Department of Transportation,Street Condition,Wear & Tear,65 ST TRANSVERSE,MANHATTAN
40719085,Department of Transportation,Street Condition,Wear & Tear,CANAL STREET,MANHATTAN
40711746,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,DOWNING STREET,BROOKLYN
40708892,Department of Transportation,Street Condition,Pothole,154 STREET,QUEENS
40714764,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",JOHNSTON TERRACE,STATEN ISLAND
40714098,Department of Transportation,Street Condition,Line/Marking - Faded,,BROOKLYN
40713288,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,VARET STREET,BROOKLYN
40713530,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,75 STREET,QUEENS
40711316,Department of Transportation,Broken Parking Meter,No Receipt,MAIN STREET,QUEENS
40714537,New York City Police Department,Derelict Vehicle,With License Plate,BROOK AVENUE,BRONX
40711734,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,GRAND CONCOURSE,BRONX
40706378,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,GRAND CONCOURSE,BRONX
40705479,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,EAST 14 STREET,BROOKLYN
40707150,Department of Environmental Protection,Industrial Waste,Oil Spill Into Basin/Sewer - Large (IABL),PROSPECT PLACE,BROOKLYN
40712770,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,60 AVENUE,QUEENS
40711071,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,EAST   94 STREET,BROOKLYN
40713961,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,BEACH 72 STREET,QUEENS
40711358,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 66 STREET,MANHATTAN
40713889,Department of Buildings,General Construction/Plumbing,Failure to Comply with Vacate Order,PACIFIC STREET,BROOKLYN
40708066,New York City Police Department,Blocked Driveway,No Access,EAST 5 STREET,BROOKLYN
40708586,New York City Police Department,Illegal Parking,Overnight Commercial Storage,EAST 145 STREET,BRONX
40712240,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,UNION STREET,BROOKLYN
40707743,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,60 AVENUE,QUEENS
40707232,BCC - Brooklyn South,Sanitation Condition,22 Weeds,11 AVENUE,BROOKLYN
40707466,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,HYLAN BOULEVARD,STATEN ISLAND
40709201,Department of Transportation,Street Sign - Missing,Other/Unknown,WOOD AVENUE,BRONX
40712659,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,47 STREET,BROOKLYN
40711304,New York City Police Department,Traffic,Congestion/Gridlock,,BROOKLYN
40710175,Department of Transportation,Bus Stop Shelter Complaint,Sign Missing or Defective,,Unspecified
40711646,Department of Sanitation,Graffiti,Graffiti,WEST 128 STREET AND 5 AVENUE,MANHATTAN
40708485,Department of Transportation,Traffic Signal Condition,Controller,,BRONX
40721482,Queens West 06,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,108 STREET,QUEENS
40705539,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,FRANKLIN STREET,BROOKLYN
40711760,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,15 AVENUE,BROOKLYN
40711928,Department of Transportation,Ferry Inquiry,Lost and Found,,Unspecified
40714625,Department of Transportation,Street Condition,Pothole,LISPENARD STREET,MANHATTAN
40705487,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,GRAND CONCOURSE,BRONX
40706896,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,158 STREET,QUEENS
40713064,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,HENRY STREET,MANHATTAN
42316842,Department of Buildings,Construction Safety Enforcement,Best - Low-Rise Tracking Complaint,DEAN STREET,BROOKLYN
42388122,Department of Buildings,Construction Safety Enforcement,SST Tracking Complaint,WEST   93 STREET,MANHATTAN
40712924,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,,Unspecified
40706523,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,JAMAICA AVENUE,QUEENS
40706225,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,BRONX
40712344,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,147 STREET,QUEENS
40713696,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,170 STREET,QUEENS
40706489,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,WEST 75 STREET,MANHATTAN
40710124,Department of Environmental Protection,Sewer,Street Flooding (SJ),AMBER STREET,BROOKLYN
40705929,Correspondence Unit,DOF Property - Owner Issue,Remove Mortgage,,STATEN ISLAND
40713245,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,OCEAN AVENUE,BROOKLYN
40713236,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,OCEAN AVENUE,BROOKLYN
40709284,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,OCEAN AVENUE,BROOKLYN
40706698,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,OCEAN AVENUE,BROOKLYN
40706549,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,OCEAN AVENUE,BROOKLYN
40707434,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),9 AVENUE,MANHATTAN
40705744,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),44 STREET,QUEENS
40713686,Queens West 06,Missed Collection (All Materials),1 Missed Collection,AUSTIN STREET,QUEENS
40714240,Queens East 12,Derelict Vehicles,14 Derelict Vehicles,109 AVENUE,QUEENS
42555091,Department of Buildings,BEST/Site Safety,Demolition Notification Received,GRAND STREET,MANHATTAN
40714516,New York City Police Department,Illegal Parking,Blocked Hydrant,AMITY STREET,BROOKLYN
40711772,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,EAST  169 STREET,BRONX
40710017,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,NEW JERSEY AVENUE,BROOKLYN
40706575,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,NEW JERSEY AVENUE,BROOKLYN
40707470,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NEW JERSEY AVENUE,BROOKLYN
42355076,Department of Buildings,Building Marshals office,Unlicensed/Illegal/Improper Work In Progress,33 STREET,QUEENS
40710593,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST   40 STREET,BROOKLYN
40713919,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,BROOKLYN
40714680,Department of Transportation,Street Condition,Line/Marking - Faded,,BROOKLYN
40709816,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,,MANHATTAN
40706823,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,,QUEENS
40714679,Department of Transportation,Street Condition,Defective Hardware,217 LANE,QUEENS
40713878,Department of Transportation,Street Light Condition,Lamppost Missing,HUNTS POINT AVENUE,BRONX
40709665,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,84 STREET,QUEENS
40710439,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,PLAINVIEW AVENUE,QUEENS
40709578,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,BELMONT AVENUE,BROOKLYN
40713720,BCC - Staten Island,Sanitation Condition,12 Dead Animals,,STATEN ISLAND
40722404,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,FLUSHING AVENUE,BROOKLYN
40709892,New York City Police Department,Blocked Driveway,Partial Access,FORLEY STREET,QUEENS
40708607,New York City Police Department,Derelict Vehicle,With License Plate,76 STREET,QUEENS
40712422,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,BLEECKER STREET,MANHATTAN
40714612,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,QUEENS
40707422,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,5 AVENUE,MANHATTAN
40707755,Department of Environmental Protection,Water System,Hydrant Running (WC3),,MANHATTAN
40716432,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,3 AVENUE,MANHATTAN
40719080,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,FLUSHING AVENUE,BROOKLYN
40711295,Department of Environmental Protection,Water System,Hydrant Running (WC3),74 AVENUE,QUEENS
40712979,Department of Transportation,Street Light Condition,Multiple Street Lights Out,PARSONS BOULEVARD,QUEENS
40720339,Bronx 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,EAST 169 STREET,BRONX
40719276,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,EAST 18 STREET,BROOKLYN
40721929,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,3 AVENUE,MANHATTAN
40716425,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,LEXINGTON AVENUE,MANHATTAN
40719123,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,FLUSHING AVENUE,BROOKLYN
40714821,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,WEST   11 STREET,BROOKLYN
40713860,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,WEST   11 STREET,BROOKLYN
40710731,Department of Transportation,Street Condition,Pothole,BELL STREET,STATEN ISLAND
40706878,New York City Police Department,Illegal Parking,Overnight Commercial Storage,LOGAN STREET,BROOKLYN
40705877,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,,BRONX
40836477,Department of Buildings,General Construction/Plumbing,Building Permit - None,SUYDAM STREET,BROOKLYN
40713512,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,EAST   31 STREET,BROOKLYN
40709209,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,EAST   31 STREET,BROOKLYN
40712606,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,BROADWAY,BROOKLYN
40705638,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,TRATMAN AVENUE,BRONX
40705597,Department of Transportation,Street Sign - Dangling,Do Not Enter,,BROOKLYN
40709762,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,85 AVENUE,QUEENS
40709577,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,WOODHULL STREET,BROOKLYN
40714259,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,2 STREET,BROOKLYN
40723574,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,FLUSHING AVENUE,BROOKLYN
40710771,New York City Police Department,Blocked Driveway,No Access,COALE AVENUE,STATEN ISLAND
40705482,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,RIDGE BOULEVARD,BROOKLYN
40714452,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,OVERING STREET,BRONX
40714630,Department of Parks and Recreation,New Tree Request,For One Address,DIVISION AVENUE,BROOKLYN
40721320,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,FLUSHING AVENUE,BROOKLYN
40714202,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,BROOKLYN
40711122,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,SOUTHERN BOULEVARD,BRONX
40707306,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,SOUTHERN BOULEVARD,BRONX
40706371,Department of Sanitation,Graffiti,Graffiti,WEST 127 STREET AND LENOX AVENUE,MANHATTAN
40709874,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40713604,Department of Transportation,Traffic Signal Condition,Controller,,MANHATTAN
40708567,New York City Police Department,Illegal Parking,Blocked Hydrant,QUENTIN ROAD,BROOKLYN
42304932,Department of Buildings,Borough Office,Construction Enforcement Work Order (DOB),COMMONWEALTH AVENUE,BRONX
40705963,New York City Police Department,Derelict Vehicle,With License Plate,99 AVENUE,QUEENS
40712738,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,BROOKLYN
40709324,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,LINCOLN PLACE,BROOKLYN
40825351,Department of Buildings,General Construction/Plumbing,Building Permit - None,EAST 225 STREET,BRONX
40706011,New York City Police Department,Derelict Vehicle,With License Plate,CUBA AVENUE,STATEN ISLAND
40717232,BCC - Brooklyn South,Derelict Bicycle,14B Derelict Bicycle,COLUMBIA STREET,BROOKLYN
40709564,Department of Transportation,Sidewalk Condition,Sidewalk Violation,GRAND AVENUE,QUEENS
40707442,New York City Police Department,Noise - Vehicle,Engine Idling,,QUEENS
40713587,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,EAST  116 STREET,MANHATTAN
40712916,Department of Parks and Recreation,DPR Internal,Aided/Injury,,STATEN ISLAND
40713396,Department of Transportation,Street Condition,Pothole,,BROOKLYN
40706465,Department of Transportation,Street Condition,Failed Street Repair,222 STREET,QUEENS
40710912,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BRISTOL STREET,BROOKLYN
40709157,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BRISTOL STREET,BROOKLYN
40708257,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BRISTOL STREET,BROOKLYN
40708186,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BRISTOL STREET,BROOKLYN
40706591,Department of Housing Preservation and Development,GENERAL,CABINET,BRISTOL STREET,BROOKLYN
40705645,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,BRISTOL STREET,BROOKLYN
40712453,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,PARK AVENUE,BROOKLYN
40707643,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,QUEENS BOULEVARD,QUEENS
40706567,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,54 STREET,BROOKLYN
40712978,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,BRONX
40709791,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),EAST   24 STREET,BROOKLYN
40710706,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40706895,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST   24 STREET,BROOKLYN
40712170,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 78 STREET,MANHATTAN
40711908,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40709810,External Affairs Unit,DOF Property - Payment Issue,Other Agency Charge,37 STREET,QUEENS
40705459,Department of Transportation,Street Condition,Line/Marking - Faded,,BROOKLYN
40709682,New York City Police Department,Noise - Vehicle,Car/Truck Music,10 AVENUE,MANHATTAN
40705577,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40714871,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,32 STREET,QUEENS
40709664,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,WEST 43 STREET,MANHATTAN
40708738,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 87 STREET,BROOKLYN
40712528,New York City Police Department,Blocked Driveway,Partial Access,76 STREET,QUEENS
40712288,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,CALHOUN AVENUE,BRONX
40714141,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40711642,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,BROOKLYN
40714152,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,MAGENTA STREET,BRONX
40705996,Department of Transportation,Broken Parking Meter,No Receipt,10 AVENUE,MANHATTAN
40713733,New York City Police Department,Blocked Driveway,Partial Access,75 STREET,QUEENS
40712918,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,MORRIS AVENUE,BRONX
40711788,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,MORRIS AVENUE,BRONX
40710224,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,EAST  225 STREET,BRONX
40706483,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,STOCKHOLM STREET,BROOKLYN
40709877,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,COLUMBIA HEIGHTS,BROOKLYN
40708087,New York City Police Department,Blocked Driveway,Partial Access,113 STREET,QUEENS
40706560,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,ST JAMES AVENUE,QUEENS
40707591,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),DORSEY STREET,BRONX
40705640,Department of Environmental Protection,Noise,Noise: Alarms (NR3),UNION TURNPIKE,QUEENS
40722492,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,ESSEX STREET,BROOKLYN
40706778,Senior Citizen Rent Increase Exemption Unit,SCRIE,Update Tenant Information,,BRONX
40710056,Department of Transportation,Street Condition,Blocked - Construction,,BROOKLYN
40712152,Department of Transportation,Broken Parking Meter,No Receipt,,MANHATTAN
40708723,New York City Police Department,Illegal Parking,Blocked Sidewalk,WEST 34 STREET,MANHATTAN
40712584,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40706762,Department of Transportation,Street Light Condition,Multiple Street Lights Out,ROSEDALE AVENUE,BRONX
40706106,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,CHESTER AVENUE,BROOKLYN
40706957,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,BEDFORD AVENUE,BROOKLYN
40708612,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,WESTCHESTER PARK WAY,Unspecified
40714336,New York City Police Department,Vending,In Prohibited Area,,MANHATTAN
40709960,Department of Sanitation,Graffiti,Graffiti,WEST 128 STREET AND LENOX AVENUE,MANHATTAN
40714624,Payment Operations,DOF Property - Payment Issue,Refund/Credit Info or Status,EAST 92 STREET,BROOKLYN
40713280,New York City Police Department,Illegal Parking,Blocked Sidewalk,ALEXANDER AVENUE,BRONX
40712896,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40711550,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,LINCOLN PLACE,BROOKLYN
40712343,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,34 AVENUE,QUEENS
40711955,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40710037,Department of Transportation,Street Sign - Missing,Stop,,BROOKLYN
